command	option	evidence	notes
submodule	--branch	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: branch is covered by the existing exact stock-Git submodule evidence for selecting the configured branch during local helper-free add and set-branch flows, including matching .gitmodules metadata, checked-out submodule HEAD, stdout, stderr, and exit status.
submodule	--cached	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: cached is covered by the existing exact stock-Git submodule evidence for helper-free local status and summary cached modes, including matching stdout, stderr, exit status, staged gitlink comparisons, and cached changed-head reporting.
submodule	--dissociate	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: dissociate is covered by the existing exact stock-Git submodule update evidence for helper-free local referenced initialization with `--dissociate`, including matching borrowed-object alternates removal, submodule status, object readability, stdout, stderr, and exit status.
submodule	--depth	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: depth is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with `--init --depth 1`, including matching worktree contents, submodule status, URL config, stdout, stderr, and exit status.
submodule	--files	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: files is covered by the existing exact stock-Git submodule summary evidence for helper-free local worktree and staged gitlink deltas, including matching summary output, stdout, stderr, and exit status for `git submodule summary --files`.
submodule	--init	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: init is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization, including matching worktree contents, submodule status, local URL config, stdout, stderr, and exit status after `git submodule update --init`.
submodule	--merge	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: merge is covered by the existing exact stock-Git submodule update evidence for helper-free local attached-branch merge mode, including matching branch attachment, resulting submodule HEAD, superproject status, stdout, stderr, and exit status on the current linear local lane.
submodule	--name	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: name is covered by the existing exact stock-Git submodule add evidence for helper-free local named submodule registration, including matching .gitmodules metadata, checked-out submodule HEAD, stdout suppression under quiet mode, stderr, and exit status.
submodule	--no-fetch	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: no-fetch is covered by the existing exact stock-Git submodule update evidence for helper-free local `update --remote --no-fetch`, including matching reused local remote refs, resulting submodule HEAD, stdout suppression under quiet mode, stderr, and exit status.
submodule	--no-recommend-shallow	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: no-recommend-shallow is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with the recommendation hint cleared, including matching worktree files, submodule status, config visibility, stdout, stderr, and exit status on the current no-op local lane.
submodule	--no-single-branch	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: no-single-branch is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization without a single-branch restriction, including matching worktree files, submodule status, config visibility, stdout, stderr, and exit status on the current local lane.
submodule	--progress	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: progress is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with explicit progress output, including matching worktree contents, submodule status, URL config, stdout, stderr, and exit status.
submodule	--quiet	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: quiet is covered by the existing exact stock-Git submodule evidence across helper-free local add, status, update, set-url, summary, and deinit flows, including matching suppressed stdout where applicable, stderr, exit status, and resulting repository state.
submodule	--reference	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: reference is covered by the existing exact stock-Git submodule add evidence for helper-free local reference-clone setup, including matching .gitmodules contents, checked-out submodule HEAD, stdout suppression under quiet mode, stderr, and exit status.
submodule	--recommend-shallow	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: recommend-shallow is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with the shallow recommendation hint accepted, including matching worktree files, submodule status, config visibility, stdout, stderr, and exit status on the current no-op local lane.
submodule	--remote	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: remote is covered by the existing exact stock-Git submodule update evidence for helper-free local remote-head refresh, including matching stdout, stderr, exit status, resulting submodule HEAD, and no-fetch quiet reuse of existing local remote refs.
submodule	--rebase	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: rebase is covered by the existing exact stock-Git submodule update evidence for helper-free local attached-branch rebase mode, including matching branch attachment, resulting submodule HEAD, superproject status, stdout, stderr, and exit status on the current linear local lane.
submodule	--single-branch	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: single-branch is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with shallow single-branch checkout, including matching worktree contents, submodule status, URL config, stdout, stderr, and exit status.
submodule	--summary-limit	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: summary-limit is covered by the existing exact stock-Git submodule summary evidence for helper-free local truncated summary output, including matching stdout, stderr, and exit status for `git submodule summary --summary-limit 1`.
submodule	-b	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: short branch alias is covered by the existing exact stock-Git submodule add evidence for helper-free local branch selection during add, including matching .gitmodules metadata, checked-out submodule HEAD, stdout suppression under quiet mode, stderr, and exit status.
submodule	-n	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: short summary-limit alias is covered by the existing exact stock-Git submodule summary evidence for helper-free local truncated summary output, including matching stdout, stderr, and exit status for `git submodule summary -n 1`.
submodule	-q	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: short quiet alias is covered by the existing exact stock-Git submodule evidence across helper-free local deinit and update flows, including matching stdout suppression, stderr shape, exit status, and resulting repository state on the currently modeled lanes.
submodule	--all	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: all is covered by the existing exact stock-Git submodule deinit evidence for helper-free local unregister-all behavior, including matching worktree files, stdout suppression, config visibility, and exit status on the currently modeled initialized-submodule lane.
submodule	-f	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: short force alias is covered by the existing exact stock-Git submodule deinit evidence for helper-free local forced deinitialization of a path, including matching worktree files, stdout suppression, config visibility, and exit status on the currently modeled lane.
submodule	--force	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: force is covered by the existing exact stock-Git submodule deinit evidence for helper-free local all-mode and path-mode forced deinitialization, including matching worktree files, stdout suppression, config visibility, and exit status on the currently modeled lanes.
submodule	-N	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: short no-fetch alias is covered by the existing exact stock-Git submodule update evidence for helper-free local `update --remote -N`, including matching reused local remote refs, resulting submodule HEAD, stdout suppression, stderr, and exit status.
submodule	--checkout	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: checkout is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with explicit checkout mode, including matching worktree files, submodule status, stdout or stderr shape, and exit status on the currently modeled lanes.
submodule	--recursive	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: recursive is covered by the existing exact stock-Git submodule status evidence for nested helper-free local recursive traversal, including matching `git submodule status --recursive` output and active-config behavior on the currently modeled nested clone lanes.
submodule	-j	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: short jobs alias is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with `-j 1`, including matching worktree files, submodule status, stderr shape, and exit status on the currently modeled lane.
submodule	--jobs	docs/cli/matrices/submodule_v2_47.tsv; target/git-doc-cache/v2.47.1/git-submodule.txt; crates/zmin-cli/tests/git_submodule_compat.rs	Reviewed complete doc-option pair: jobs is covered by the existing exact stock-Git submodule update evidence for helper-free local initialization with `--jobs 1`, including matching worktree files, submodule status, stderr shape, and exit status on the currently modeled lane.
range-diff	--no-dual-color	docs/cli/matrices/range_diff_v2_47.tsv; target/git-doc-cache/v2.47.1/git-range-diff.txt; crates/zmin-cli/tests/git_mail_series_compat.rs; tools/git-range-diff-schema-oracle-smoke.sh	Reviewed complete doc-option pair: no-dual-color is covered by the existing exact stock-Git range-diff evidence for explicit, repeated, negated, and invalid attached-value forms across the current local two-range comparison fixture, including matching stdout, stderr, and exit status on the currently modeled helper-free local lanes.
